beta,slope,Q_slow,Q_fast,ΔQ,w_slow,w_fast,ratio,dominant,crit_slope_dQ0,crit_slope_ratio05
8.0,0.7393939393939395,0.03125,0.5806060606060607,0.5493560606060607,1.2840254166877414,104.04759980320398,0.9878096876032513,fast,,
8.0,0.7636363636363637,0.03125,0.5963636363636364,0.5651136363636364,1.2840254166877414,118.02649001327265,0.9892379526476733,fast,,
8.0,0.7878787878787878,0.03125,0.6121212121212121,0.5808712121212121,1.2840254166877414,133.8834569101149,0.9905004858077975,fast,,
8.0,0.8121212121212122,0.03125,0.6278787878787879,0.5966287878787879,1.2840254166877414,151.87082181455105,0.991616162074524,fast,,
8.0,0.8363636363636362,0.03125,0.6436363636363636,0.6123863636363636,1.2840254166877414,172.27480564766128,0.9926017857529147,fast,,
8.0,0.8606060606060606,0.03125,0.6593939393939394,0.6281439393939394,1.2840254166877414,195.42008337309167,0.9934722999708155,fast,,
8.0,0.884848484848485,0.03125,0.6751515151515153,0.6439015151515153,1.2840254166877414,221.67495033284655,0.9942409790304644,fast,,
8.0,0.909090909090909,0.03125,0.6909090909090908,0.6596590909090908,1.2840254166877414,251.45718268502253,0.9949196040236896,fast,,
8.0,0.9333333333333333,0.03125,0.7066666666666667,0.6754166666666667,1.2840254166877414,285.2406851967152,0.995518622411523,fast,,
8.0,0.9575757575757577,0.03125,0.7224242424242425,0.6911742424242425,1.2840254166877414,323.56303217397715,0.9960472924513734,fast,,
8.0,0.9818181818181817,0.03125,0.738181818181818,0.706931818181818,1.2840254166877414,367.03402152261947,0.996513813462691,fast,,
8.0,1.006060606060606,0.03125,0.753939393939394,0.722689393939394,1.2840254166877414,416.3453780549089,0.996925442974048,fast,,
8.0,1.0303030303030305,0.03125,0.7696969696969699,0.7384469696969699,1.2840254166877414,472.2817604443846,0.9972886018056539,fast,,
8.0,1.0545454545454545,0.03125,0.7854545454545454,0.7542045454545454,1.2840254166877414,535.733246975135,0.9976089681231874,fast,,
8.0,1.0787878787878789,0.03125,0.8012121212121213,0.7699621212121213,1.2840254166877414,607.7094987629102,0.9978915614604974,fast,,
8.0,1.1030303030303032,0.03125,0.8169696969696971,0.7857196969696971,1.2840254166877414,689.3558258179343,0.9981408176571445,fast,,
8.0,1.1272727272727272,0.03125,0.8327272727272726,0.8014772727272726,1.2840254166877414,781.9714115979654,0.9983606555971296,fast,,
8.0,1.1515151515151516,0.03125,0.8484848484848485,0.8172348484848485,1.2840254166877414,887.0299860467328,0.998554536571395,fast,,
8.0,1.175757575757576,0.03125,0.8642424242424244,0.8329924242424244,1.2840254166877414,1006.2032760739795,0.9987255170216162,fast,,
8.0,1.2,0.03125,0.88,0.84875,1.2840254166877414,1141.387606628968,0.9988762953584583,fast,,
8.0,summary,,,,,,,,-0.10576923076923077,-0.10576647594405997
8.25,-1.2,0.03125,-0.68,-0.71125,1.2940961528463732,0.0036610693577310053,0.0028210741540032145,slow,,
8.25,-1.1757575757575758,0.03125,-0.6642424242424243,-0.6954924242424243,1.2940961528463732,0.0041693296979041115,0.003211461564651062,slow,,
8.25,-1.1515151515151514,0.03125,-0.6484848484848484,-0.6797348484848484,1.2940961528463732,0.004748150999411478,0.0036556737288315033,slow,,
8.25,-1.1272727272727272,0.03125,-0.6327272727272727,-0.6639772727272727,1.2940961528463732,0.00540732912644096,0.004161073211002048,slow,,
8.25,-1.103030303030303,0.03125,-0.6169696969696971,-0.6482196969696971,1.2940961528463732,0.006158019887168891,0.004736012401500548,slow,,
8.25,-1.0787878787878786,0.03125,-0.6012121212121212,-0.6324621212121212,1.2940961528463732,0.007012927832585425,0.005389961484955484,slow,,
8.25,-1.0545454545454545,0.03125,-0.5854545454545454,-0.6167045454545454,1.2940961528463732,0.007986521265955502,0.006133651437609496,slow,,
8.25,-1.0303030303030303,0.03125,-0.5696969696969697,-0.6009469696969697,1.2940961528463732,0.009095277101695816,0.006979233359490596,slow,,
8.25,-1.006060606060606,0.03125,-0.5539393939393941,-0.5851893939393941,1.2940961528463732,0.010357959717613687,0.007940455411846157,slow,,
8.25,-0.9818181818181818,0.03125,-0.5381818181818182,-0.5694318181818182,1.2940961528463732,0.011795938519751562,0.009032858532293851,slow,,
8.25,-0.9575757575757575,0.03125,-0.5224242424242425,-0.5536742424242425,1.2940961528463732,0.013433549594245302,0.010273991917101696,slow,,
8.25,-0.9333333333333333,0.03125,-0.5066666666666667,-0.5379166666666667,1.2940961528463732,0.015298507566725504,0.011683648963330125,slow,,
8.25,-0.9090909090909091,0.03125,-0.49090909090909096,-0.522159090909091,1.2940961528463732,0.0174223746394935,0.013284123917709008,slow,,
8.25,-0.8848484848484848,0.03125,-0.4751515151515151,-0.5064015151515151,1.2940961528463732,0.019841094744370298,0.015100488840506842,slow,,
8.25,-0.8606060606060606,0.03125,-0.45939393939393947,-0.49064393939393947,1.2940961528463732,0.022595601851121853,0.01716088960875517,slow,,
8.25,-0.8363636363636363,0.03125,-0.4436363636363636,-0.4748863636363636,1.2940961528463732,0.025732512726359954,0.019496858492002413,slow,,
8.25,-0.812121212121212,0.03125,-0.42787878787878786,-0.45912878787878786,1.2940961528463732,0.02930491586704076,0.022143639263893337,slow,,
8.25,-0.7878787878787878,0.03125,-0.4121212121212121,-0.4433712121212121,1.2940961528463732,0.03337326996032608,0.025140518784805006,slow,,
8.25,-0.7636363636363637,0.03125,-0.39636363636363636,-0.42761363636363636,1.2940961528463732,0.038006427075174314,0.02853115641996028,slow,,
8.25,-0.7393939393939393,0.03125,-0.3806060606060605,-0.4118560606060605,1.2940961528463732,0.04328279790196594,0.03236389946001974,slow,,
8.25,-0.7151515151515151,0.03125,-0.36484848484848487,-0.39609848484848487,1.2940961528463732,0.04929167876046215,0.03669206881344461,slow,,
8.25,-0.6909090909090909,0.03125,-0.3490909090909091,-0.3803409090909091,1.2940961528463732,0.056134762834133704,0.04157419459310941,slow,,
8.25,-0.6666666666666666,0.03125,-0.33333333333333337,-0.36458333333333337,1.2940961528463732,0.06392786120670754,0.047074175821024036,slow,,
8.25,-0.6424242424242423,0.03125,-0.3175757575757575,-0.3488257575757575,1.2940961528463732,0.07280286282743562,0.05326133239736636,slow,,
8.25,-0.6181818181818182,0.03125,-0.30181818181818176,-0.33306818181818176,1.2940961528463732,0.08290996657517274,0.060210310909875726,slow,,
8.25,-0.5939393939393939,0.03125,-0.286060606060606,-0.317310606060606,1.2940961528463732,0.09442022319630239,0.0680007991446263,slow,,
8.25,-0.5696969696969697,0.03125,-0.27030303030303027,-0.30155303030303027,1.2940961528463732,0.107528430135795,0.0767169978618754,slow,,
8.25,-0.5454545454545454,0.03125,-0.2545454545454545,-0.2857954545454545,1.2940961528463732,0.12245642825298195,0.08644679335372515,slow,,
8.25,-0.5212121212121211,0.03125,-0.23878787878787874,-0.27003787878787877,1.2940961528463732,0.139456856215051,0.09728057165207736,slow,,
8.25,-0.49696969696969695,0.03125,-0.223030303030303,-0.254280303030303,1.2940961528463732,0.15881742610692076,0.10930961648891449,slow,,
8.25,-0.47272727272727266,0.03125,-0.20727272727272725,-0.23852272727272725,1.2940961528463732,0.18086579261712213,0.12262404001229092,slow,,
8.25,-0.4484848484848485,0.03125,-0.1915151515151515,-0.2227651515151515,1.2940961528463732,0.2059750982048835,0.13731020980539105,slow,,
8.25,-0.4242424242424242,0.03125,-0.17575757575757575,-0.20700757575757575,1.2940961528463732,0.23457028809379765,0.15344765987636297,slow,,
8.25,-0.3999999999999999,0.03125,-0.15999999999999995,-0.19124999999999995,1.2940961528463732,0.26713530196585045,0.1711055085025686,slow,,
8.25,-0.37575757575757573,0.03125,-0.14424242424242423,-0.17549242424242423,1.2940961528463732,0.3042212640667041,0.19033845270501035,slow,,
8.25,-0.35151515151515145,0.03125,-0.12848484848484845,-0.15973484848484845,1.2940961528463732,0.3464558103300575,0.21118246669812948,slow,,
8.25,-0.32727272727272727,0.03125,-0.11272727272727273,-0.14397727272727273,1.2940961528463732,0.3945537103716011,0.2336503966664351,slow,,
8.25,-0.303030303030303,0.03125,-0.09696969696969693,-0.12821969696969693,1.2940961528463732,0.4493289641172218,0.2577277106686334,slow,,
8.25,-0.2787878787878787,0.03125,-0.08121212121212115,-0.11246212121212115,1.2940961528463732,0.5117085777865428,0.2833687214935992,slow,,
8.25,-0.2545454545454545,0.03125,-0.06545454545454543,-0.09670454545454543,1.2940961528463732,0.5827482523739898,0.3104936406838522,slow,,
8.25,-0.23030303030303023,0.03125,-0.049696969696969656,-0.08094696969696966,1.2940961528463732,0.6636502501363196,0.3389868315555202,slow,,
8.25,-0.20606060606060606,0.03125,-0.033939393939393936,-0.06518939393939394,1.2940961528463732,0.7557837414557255,0.36869659708186914,slow,,
8.25,-0.18181818181818188,0.03125,-0.018181818181818216,-0.049431818181818216,1.2940961528463732,0.8607079764250576,0.39943675841946474,slow,,
8.25,-0.15757575757575748,0.03125,-0.0024242424242423566,-0.03367424242424236,1.2940961528463732,0.9801986733067558,0.43099015221554154,slow,,
8.25,-0.1333333333333333,0.03125,0.01333333333333335,-0.01791666666666665,1.2940961528463732,1.1162780704588715,0.46311400929610275,slow,,
8.25,-0.10909090909090913,0.03125,0.02909090909090907,-0.00215909090909093,1.2940961528463732,1.2712491503214045,0.49554699273880276,slow,,
8.25,-0.08484848484848473,0.03125,0.04484848484848493,0.013598484848484929,1.2940961528463732,1.4477346146633254,0.5280174953971533,fast,,
8.25,-0.06060606060606055,0.03125,0.06060606060606064,0.029356060606060642,1.2940961528463732,1.6487212707001286,0.5602526536332627,fast,,
8.25,-0.036363636363636376,0.03125,0.07636363636363636,0.045113636363636356,1.2940961528463732,1.877610579264343,0.5919874496135478,fast,,
8.25,-0.012121212121211977,0.03125,0.09212121212121221,0.060871212121212215,1.2940961528463732,2.13827622049682,0.6229732639451645,fast,,
8.25,0.0121212121212122,0.03125,0.10787878787878794,0.07662878787878794,1.2940961528463732,2.4351296512898757,0.652985305579771,fast,,
8.25,0.036363636363636376,0.03125,0.12363636363636366,0.09238636363636366,1.2940961528463732,2.7731947639642986,0.6818284751902806,fast,,
