beta,slope,Q_slow,Q_fast,DeltaQ,w_slow,w_fast,ratio_wfast_wslow,log10_ratio,phase
8.0,-0.5399999999999994,0.03125,-0.3509999999999996,-0.3822499999999996,1.2840254166877414,0.06032552286745675,0.04698156444836726,-1.3280725256601427,SLOW path dominant
8.0,-0.5199999999999994,0.03125,-0.3379999999999996,-0.3692499999999996,1.2840254166877414,0.06693722761675039,0.05213076528455408,-1.2829058995422045,SLOW path dominant
8.0,-0.49999999999999933,0.03125,-0.32499999999999957,-0.35624999999999957,1.2840254166877414,0.07427357821433414,0.05784432087483867,-1.237739273424266,SLOW path dominant
8.0,-0.4799999999999993,0.03125,-0.31199999999999956,-0.34324999999999956,1.2840254166877414,0.08241399617483326,0.06418408475700392,-1.1925726473063278,SLOW path dominant
8.0,-0.4599999999999993,0.03125,-0.29899999999999954,-0.33024999999999954,1.2840254166877414,0.09144660764700609,0.07121868964471187,-1.1474060211883896,SLOW path dominant
8.0,-0.4399999999999993,0.03125,-0.28599999999999953,-0.31724999999999953,1.2840254166877414,0.10146919744560474,0.07902429042826398,-1.1022393950704514,SLOW path dominant
8.0,-0.41999999999999926,0.03125,-0.2729999999999995,-0.3042499999999995,1.2840254166877414,0.1125902676455621,0.08768538860858283,-1.0570727689525132,SLOW path dominant
8.0,-0.39999999999999925,0.03125,-0.2599999999999995,-0.2912499999999995,1.2840254166877414,0.12493021219858291,0.09729574708953316,-1.011906142834575,SLOW path dominant
8.0,-0.3799999999999992,0.03125,-0.2469999999999995,-0.2782499999999995,1.2840254166877414,0.13862262028824787,0.10795940523189747,-0.9667395167166368,SLOW path dominant
8.0,-0.3599999999999992,0.03125,-0.2339999999999995,-0.2652499999999995,1.2840254166877414,0.15381572253342993,0.11979180515772916,-0.9215728905986985,SLOW path dominant
8.0,-0.3399999999999992,0.03125,-0.22099999999999947,-0.2522499999999995,1.2840254166877414,0.17067399569626288,0.13292104149817513,-0.8764062644807603,SLOW path dominant
8.0,-0.3199999999999992,0.03125,-0.20799999999999946,-0.23924999999999946,1.2840254166877414,0.18937994326683347,0.14748924811422814,-0.8312396383628221,SLOW path dominant
8.0,-0.29999999999999916,0.03125,-0.19499999999999945,-0.22624999999999945,1.2840254166877414,0.21013607120076566,0.1636541368027048,-0.7860730122448839,SLOW path dominant
8.0,-0.27999999999999914,0.03125,-0.18199999999999944,-0.21324999999999944,1.2840254166877414,0.23316708019854285,0.18159070464509824,-0.7409063861269456,SLOW path dominant
8.0,-0.2599999999999991,0.03125,-0.16899999999999943,-0.20024999999999943,1.2840254166877414,0.25872229825964127,0.2014931284826422,-0.6957397600090074,SLOW path dominant
8.0,-0.2399999999999991,0.03125,-0.15599999999999942,-0.18724999999999942,1.2840254166877414,0.287078379845703,0.22357686702670374,-0.6505731338910692,SLOW path dominant
8.0,-0.21999999999999909,0.03125,-0.1429999999999994,-0.1742499999999994,1.2840254166877414,0.3185423008732205,0.2480809933614312,-0.605406507773131,SLOW path dominant
8.0,-0.19999999999999907,0.03125,-0.1299999999999994,-0.1612499999999994,1.2840254166877414,0.3534546819587819,0.2752707830897537,-0.5602398816551927,SLOW path dominant
8.0,-0.17999999999999905,0.03125,-0.11699999999999938,-0.14824999999999938,1.2840254166877414,0.39219347589350695,0.3054405861413594,-0.5150732555372545,SLOW path dominant
8.0,-0.15999999999999903,0.03125,-0.10399999999999937,-0.13524999999999937,1.2840254166877414,0.4351780592663589,0.3389170133321346,-0.4699066294193162,SLOW path dominant
8.0,-0.13999999999999901,0.03125,-0.09099999999999936,-0.12224999999999936,1.2840254166877414,0.4828737725312322,0.3760624721719671,-0.42474000330137807,SLOW path dominant
8.0,-0.119999999999999,0.03125,-0.07799999999999935,-0.10924999999999935,1.2840254166877414,0.5357969576674588,0.4172790901986933,-0.3795733771834398,SLOW path dominant
8.0,-0.09999999999999898,0.03125,-0.06499999999999934,-0.09624999999999934,1.2840254166877414,0.5945205479701975,0.46301306831123057,-0.33440675106550155,SLOW path dominant
8.0,-0.07999999999999896,0.03125,-0.051999999999999325,-0.08324999999999932,1.2840254166877414,0.6596802704843926,0.5137595112300012,-0.28924012494756335,SLOW path dominant
8.0,-0.05999999999999894,0.03125,-0.03899999999999931,-0.07024999999999931,1.2840254166877414,0.7319815282283166,0.5700677873780167,-0.24407349882962512,SLOW path dominant
8.0,-0.039999999999998925,0.03125,-0.0259999999999993,-0.0572499999999993,1.2840254166877414,0.8122070367119436,0.632547476207367,-0.1989068727116869,SLOW path dominant
8.0,-0.019999999999998908,0.03125,-0.01299999999999929,-0.04424999999999929,1.2840254166877414,0.9012252974212099,0.7018749673553981,-0.15374024659374863,SLOW path dominant
8.0,1.1102230246251565e-15,0.03125,7.216449660063518e-16,-0.03124999999999928,1.2840254166877414,1.0000000000000058,0.7788007830714094,-0.10857362047581041,SLOW path dominant
8.0,0.020000000000001128,0.03125,0.013000000000000733,-0.018249999999999267,1.2840254166877414,1.1096004549155891,0.8641577031846479,-0.06340699435787218,SLOW path dominant
8.0,0.040000000000001146,0.03125,0.026000000000000745,-0.005249999999999255,1.2840254166877414,1.231213169548875,0.9588697805724903,-0.018240368239933982,COEXISTENCE
8.0,0.060000000000001164,0.03125,0.039000000000000756,0.007750000000000756,1.2840254166877414,1.366154693029488,1.0639623447280402,0.026926257878004276,COEXISTENCE
8.0,0.08000000000000118,0.03125,0.05200000000000077,0.020750000000000768,1.2840254166877414,1.5158858688705783,1.1805731017232834,0.07209288399594253,FAST path dominant
8.0,0.1000000000000012,0.03125,0.06500000000000078,0.03375000000000078,1.2840254166877414,1.6820276496988968,1.3099644507332557,0.11725951011388076,FAST path dominant
8.0,0.12000000000000122,0.03125,0.07800000000000079,0.04675000000000079,1.2840254166877414,1.8663786452864841,1.4535371504568617,0.16242613623181895,FAST path dominant
8.0,0.14000000000000123,0.03125,0.0910000000000008,0.0597500000000008,1.2840254166877414,2.0709345938546115,1.6128454833836334,0.20759276234975715,FAST path dominant
8.0,0.16000000000000125,0.03125,0.10400000000000081,0.07275000000000081,1.2840254166877414,2.2979099674414947,1.7896140820710227,0.25275938846769547,FAST path dominant
8.0,0.18000000000000127,0.03125,0.11700000000000083,0.08575000000000083,1.2840254166877414,2.549761945228134,1.9857565995893396,0.29792601458563367,FAST path dominant
8.0,0.2000000000000013,0.03125,0.13000000000000084,0.09875000000000084,1.2840254166877414,2.8292170143515785,2.2033964262559516,0.34309264070357187,FAST path dominant
8.0,0.2200000000000013,0.03125,0.14300000000000085,0.11175000000000085,1.2840254166877414,3.139300486179418,2.444889676932973,0.38825926682151013,FAST path dominant
8.0,0.24000000000000132,0.03125,0.15600000000000086,0.12475000000000086,1.2840254166877414,3.483369247581392,2.7128506977432387,0.4334258929394484,FAST path dominant
8.0,0.26000000000000134,0.03125,0.16900000000000087,0.13775000000000087,1.2840254166877414,3.8651481017552634,3.010180368333953,0.47859251905738653,FAST path dominant
8.0,0.28000000000000136,0.03125,0.18200000000000088,0.15075000000000088,1.2840254166877414,4.288770092023741,3.3400975060813107,0.5237591451753248,FAST path dominant
8.0,0.3000000000000014,0.03125,0.1950000000000009,0.1637500000000009,1.2840254166877414,4.758821245137888,3.706173712210225,0.568925771293263,FAST path dominant
8.0,0.3200000000000014,0.03125,0.2080000000000009,0.1767500000000009,1.2840254166877414,5.28039021846694,4.11237203706464,0.6140923974112013,FAST path dominant
8.0,0.3400000000000014,0.03125,0.22100000000000092,0.18975000000000092,1.2840254166877414,5.859123388542709,4.563089883109045,0.6592590235291395,FAST path dominant
8.0,0.36000000000000143,0.03125,0.23400000000000093,0.20275000000000093,1.2840254166877414,6.501285977333521,5.06320661011849,0.7044256496470778,FAST path dominant
8.0,0.38000000000000145,0.03125,0.24700000000000094,0.21575000000000094,1.2840254166877414,7.213829877985573,5.618136357919061,0.749592275765016,FAST path dominant
8.0,0.40000000000000147,0.03125,0.26000000000000095,0.22875000000000095,1.2840254166877414,8.004468914296414,6.233886658524765,0.7947589018829542,FAST path dominant
8.0,0.4200000000000015,0.03125,0.27300000000000096,0.24175000000000096,1.2840254166877414,8.88176234866094,6.9171234721912604,0.8399255280008924,FAST path dominant
8.0,0.4400000000000015,0.03125,0.286000000000001,0.254750000000001,1.2840254166877414,9.855207542526273,7.6752433514506775,0.8850921541188307,FAST path dominant
8.0,0.4600000000000015,0.03125,0.299000000000001,0.267750000000001,1.2840254166877414,10.935342772474634,8.516453514357472,0.9302587802367689,FAST path dominant
8.0,0.48000000000000154,0.03125,0.312000000000001,0.280750000000001,1.2840254166877414,12.133861314995682,9.449860693798465,0.9754254063547071,FAST path dominant
8.0,0.5000000000000016,0.03125,0.325000000000001,0.293750000000001,1.2840254166877414,13.4637380350018,10.485569724727661,1.0205920324726454,FAST path dominant
8.0,0.5200000000000016,0.03125,0.338000000000001,0.306750000000001,1.2840254166877414,14.93936984850223,11.634792936606873,1.0657586585905836,FAST path dominant
8.0,0.5400000000000016,0.03125,0.35100000000000103,0.31975000000000103,1.2840254166877414,16.57673158005021,12.909971535307593,1.1109252847085218,FAST path dominant
8.0,0.5600000000000016,0.03125,0.36400000000000104,0.33275000000000104,1.2840254166877414,18.39354890223722,14.324910288524528,1.15609191082646,FAST path dominant
8.0,0.5800000000000016,0.03125,0.37700000000000106,0.34575000000000106,1.2840254166877414,20.409490229434436,15.894926972771726,1.2012585369443982,FAST path dominant
8.0,0.6000000000000016,0.03125,0.39000000000000107,0.35875000000000107,1.2840254166877414,22.64637964317559,17.63701819983747,1.2464251630623364,FAST path dominant
8.0,0.6200000000000017,0.03125,0.4030000000000011,0.3717500000000011,1.2840254166877414,25.128433154258623,19.57004341789407,1.2915917891802746,FAST path dominant
8.0,0.6400000000000017,0.03125,0.4160000000000011,0.3847500000000011,1.2840254166877414,27.88252085928118,21.714929079212965,1.336758415298213,FAST path dominant
8.0,0.6600000000000017,0.03125,0.4290000000000011,0.3977500000000011,1.2840254166877414,30.938457829651618,24.094895184754318,1.3819250414161512,FAST path dominant
8.0,0.6800000000000017,0.03125,0.4420000000000011,0.4107500000000011,1.2840254166877414,34.329326882168004,26.735706658146672,1.4270916675340894,FAST path dominant
8.0,0.7000000000000017,0.03125,0.4550000000000011,0.4237500000000011,1.2840254166877414,38.09183672539936,29.66595227036912,1.4722582936520276,FAST path dominant
8.0,0.7200000000000017,0.03125,0.46800000000000114,0.43675000000000114,1.2840254166877414,42.26671935907323,32.91735413470554,1.5174249197699659,FAST path dominant
8.0,0.7400000000000018,0.03125,0.48100000000000115,0.44975000000000115,1.2840254166877414,46.89917102861691,36.5251111224866,1.562591545887904,FAST path dominant
8.0,0.7600000000000018,0.03125,0.49400000000000116,0.46275000000000116,1.2840254166877414,52.03934150851704,40.52827991735334,1.6077581720058423,FAST path dominant
8.0,0.7800000000000018,0.03125,0.5070000000000012,0.4757500000000012,1.2840254166877414,57.7428770113579,44.97019783324136,1.6529247981237807,FAST path dominant
8.0,0.8000000000000018,0.03125,0.5200000000000012,0.48875000000000124,1.2840254166877414,64.07152259993727,49.89895197340836,1.6980914242417189,FAST path dominant
8.0,0.8200000000000018,0.03125,0.5330000000000013,0.5017500000000013,1.2840254166877414,71.09379062402442,55.36789980950473,1.7432580503596573,FAST path dominant
8.0,0.8400000000000019,0.03125,0.5460000000000013,0.5147500000000013,1.2840254166877414,78.88570241809069,61.436246816346845,1.7884246764775955,FAST path dominant
8.0,0.8600000000000019,0.03125,0.5590000000000013,0.5277500000000013,1.2840254166877414,87.5316112894487,68.16968741572448,1.8335913025955337,FAST path dominant
8.0,0.8800000000000019,0.03125,0.5720000000000013,0.5407500000000013,1.2840254166877414,97.12511570626623,75.64111616794095,1.878757928713472,FAST path dominant
8.0,0.9000000000000019,0.03125,0.5850000000000013,0.5537500000000013,1.2840254166877414,107.7700725714016,83.9314169102697,1.9239245548314101,FAST path dominant
8.0,0.9200000000000019,0.03125,0.5980000000000013,0.5667500000000013,1.2840254166877414,119.58172155151257,93.13033838534469,1.9690911809493483,FAST path dominant
8.0,0.940000000000002,0.03125,0.6110000000000013,0.5797500000000013,1.2840254166877414,132.6879326331469,103.33746583882062,2.0142578070672865,FAST path dominant
8.0,0.960000000000002,0.03125,0.6240000000000013,0.5927500000000013,1.2840254166877414,147.23059041154798,114.66329910457885,2.059424433185225,FAST path dominant
8.0,0.980000000000002,0.03125,0.6370000000000013,0.6057500000000013,1.2840254166877414,163.36713009814343,127.23044884856219,2.104591059303163,FAST path dominant
8.0,1.000000000000002,0.03125,0.6500000000000014,0.6187500000000014,1.2840254166877414,181.27224187515316,141.1749639214784,2.1497576854211013,FAST path dominant
8.0,1.020000000000002,0.03125,0.6630000000000014,0.6317500000000014,1.2840254166877414,201.13976204823746,156.64780418996338,2.1949243115390393,FAST path dominant
8.0,1.040000000000002,0.03125,0.6760000000000014,0.6447500000000014,1.2840254166877414,223.18477147033633,173.8164747907105,2.2400909376569778,FAST path dominant
8.0,1.060000000000002,0.03125,0.6890000000000014,0.6577500000000014,1.2840254166877414,247.64592395371554,192.86683949959524,2.2852575637749157,FAST path dominant
8.0,1.080000000000002,0.03125,0.7020000000000014,0.6707500000000014,1.2840254166877414,274.78802987703256,214.00513284688157,2.330424189892854,FAST path dominant
8.0,1.100000000000002,0.03125,0.7150000000000014,0.6837500000000014,1.2840254166877414,304.904922956912,237.46019276116945,2.3755908160107926,FAST path dominant
8.0,1.120000000000002,0.03125,0.7280000000000014,0.6967500000000014,1.2840254166877414,338.32264121899027,263.4859379121356,2.4207574421287306,FAST path dominant
8.0,1.1400000000000021,0.03125,0.7410000000000014,0.7097500000000014,1.2840254166877414,375.40295660483304,292.36411657116463,2.465924068246669,FAST path dominant
8.0,1.1600000000000021,0.03125,0.7540000000000014,0.7227500000000014,1.2840254166877414,416.54729142537747,324.4073567483567,2.511090694364607,FAST path dominant
8.0,1.1800000000000022,0.03125,0.7670000000000015,0.7357500000000015,1.2840254166877414,462.2010640594526,359.96255062593826,2.5562573204825454,FAST path dominant
8.0,1.2000000000000022,0.03125,0.7800000000000015,0.7487500000000015,1.2840254166877414,512.858510942835,399.41460992711455,2.6014239466004834,FAST path dominant
8.25,-1.2,0.03125,-0.78,-0.81125,1.2940961528463732,0.0016044087023989032,0.0012397909528360743,-2.906651537163108,SLOW path dominant
8.25,-1.18,0.03125,-0.767,-0.79825,1.2940961528463732,0.0017860478592399318,0.0013801508143823065,-2.860073453978984,SLOW path dominant
8.25,-1.16,0.03125,-0.754,-0.78525,1.2940961528463732,0.0019882508432707445,0.0015364011699575595,-2.8134953707948602,SLOW path dominant
8.25,-1.14,0.03125,-0.741,-0.77225,1.2940961528463732,0.0022133457372464386,0.0017103410224797977,-2.7669172876107364,SLOW path dominant
8.25,-1.1199999999999999,0.03125,-0.728,-0.75925,1.2940961528463732,0.0024639241920441533,0.0019039730445258919,-2.7203392044266126,SLOW path dominant
8.25,-1.0999999999999999,0.03125,-0.715,-0.74625,1.2940961528463732,0.00274287126587512,0.0021195266362875405,-2.6737611212424888,SLOW path dominant
8.25,-1.0799999999999998,0.03125,-0.702,-0.73325,1.2940961528463732,0.0030533986416691533,0.0023594835939765237,-2.6271830380583645,SLOW path dominant
8.25,-1.0599999999999998,0.03125,-0.689,-0.72025,1.2940961528463732,0.0033990816050830652,0.0026266066842148958,-2.580604954874241,SLOW path dominant
8.25,-1.0399999999999998,0.03125,-0.6759999999999999,-0.7072499999999999,1.2940961528463732,0.003783900208882705,0.002923971453403977,-2.5340268716901173,SLOW path dominant
8.25,-1.0199999999999998,0.03125,-0.6629999999999999,-0.6942499999999999,1.2940961528463732,0.004212285097648508,0.003255001638312237,-2.4874487885059935,SLOW path dominant
8.25,-0.9999999999999998,0.03125,-0.6499999999999999,-0.6812499999999999,1.2940961528463732,0.004689168520411615,0.0036235085855852037,-2.4408707053218697,SLOW path dominant
8.25,-0.9799999999999998,0.03125,-0.6369999999999999,-0.6682499999999999,1.2940961528463732,0.0052200411185591685,0.004033735134037492,-2.394292622137746,SLOW path dominant
8.25,-0.9599999999999997,0.03125,-0.6239999999999999,-0.6552499999999999,1.2940961528463732,0.005811015142841696,0.004490404464969878,-2.347714538953622,SLOW path dominant
8.25,-0.9399999999999997,0.03125,-0.6109999999999999,-0.6422499999999999,1.2940961528463732,0.006468894827337308,0.0049987744829539365,-2.301136455769498,SLOW path dominant
8.25,-0.9199999999999997,0.03125,-0.5979999999999999,-0.6292499999999999,1.2940961528463732,0.0072012547306300155,0.005564698353202586,-2.2545583725853744,SLOW path dominant
8.25,-0.8999999999999997,0.03125,-0.5849999999999999,-0.6162499999999999,1.2940961528463732,0.008016526946190386,0.00619469189252899,-2.207980289401251,SLOW path dominant
8.25,-0.8799999999999997,0.03125,-0.5719999999999998,-0.6032499999999998,1.2940961528463732,0.008924098186063512,0.006896008589806019,-2.1614022062171268,SLOW path dominant
8.25,-0.8599999999999997,0.03125,-0.5589999999999998,-0.5902499999999998,1.2940961528463732,0.009934417855646116,0.0076767231196810965,-2.1148241230330034,SLOW path dominant
8.25,-0.8399999999999996,0.03125,-0.5459999999999998,-0.5772499999999998,1.2940961528463732,0.011059118363881935,0.008545824311089504,-2.068246039848879,SLOW path dominant
8.25,-0.8199999999999996,0.03125,-0.5329999999999998,-0.5642499999999998,1.2940961528463732,0.012311149054077727,0.009513318640967498,-2.0216679566647557,SLOW path dominant
8.25,-0.7999999999999996,0.03125,-0.5199999999999998,-0.5512499999999998,1.2940961528463732,0.01370492529736497,0.010590345444749908,-1.9750898734806317,SLOW path dominant
8.25,-0.7799999999999996,0.03125,-0.5069999999999998,-0.5382499999999998,1.2940961528463732,0.015256494465408355,0.011789305170138703,-1.928511790296508,SLOW path dominant
8.25,-0.7599999999999996,0.03125,-0.4939999999999997,-0.5252499999999998,1.2940961528463732,0.01698372069330351,0.013124002150804405,-1.8819337071123836,SLOW path dominant
8.25,-0.7399999999999995,0.03125,-0.4809999999999997,-0.5122499999999997,1.2940961528463732,0.018906490559948218,0.014609803543858208,-1.83535562392826,SLOW path dominant
8.25,-0.7199999999999995,0.03125,-0.4679999999999997,-0.4992499999999997,1.2940961528463732,0.021046942054007745,0.016263816261036596,-1.7887775407441364,SLOW path dominant
8.25,-0.6999999999999995,0.03125,-0.4549999999999997,-0.4862499999999997,1.2940961528463732,0.02342971946169438,0.01810508393071145,-1.7421994575600126,SLOW path dominant
8.25,-0.6799999999999995,0.03125,-0.44199999999999967,-0.47324999999999967,1.2940961528463732,0.026082257111035727,0.020154806158466376,-1.6956213743758888,SLOW path dominant
8.25,-0.6599999999999995,0.03125,-0.42899999999999966,-0.46024999999999966,1.2940961528463732,0.029035095239547403,0.02243658261071599,-1.649043291191765,SLOW path dominant
8.25,-0.6399999999999995,0.03125,-0.41599999999999965,-0.44724999999999965,1.2940961528463732,0.03232223162208186,0.02497668473164756,-1.6024652080076411,SLOW path dominant
8.25,-0.6199999999999994,0.03125,-0.40299999999999964,-0.43424999999999964,1.2940961528463732,0.03598151300735301,0.02780435822192302,-1.5558871248235175,SLOW path dominant
8.25,-0.5999999999999994,0.03125,-0.3899999999999996,-0.4212499999999996,1.2940961528463732,0.040055070869977435,0.03095215976175807,-1.5093090416393935,SLOW path dominant
8.25,-0.5799999999999994,0.03125,-0.3769999999999996,-0.4082499999999996,1.2940961528463732,0.04458980649510332,0.03445633185527037,-1.4627309584552697,SLOW path dominant
8.25,-0.5599999999999994,0.03125,-0.3639999999999996,-0.3952499999999996,1.2940961528463732,0.0496379309806943,0.0383572201119023,-1.4161528752711459,SLOW path dominant
8.25,-0.5399999999999994,0.03125,-0.3509999999999996,-0.3822499999999996,1.2940961528463732,0.05525756637483389,0.042699737769326104,-1.369574792087022,SLOW path dominant
8.25,-0.5199999999999994,0.03125,-0.3379999999999996,-0.3692499999999996,1.2940961528463732,0.0615134148693009,0.04753388280615913,-1.3229967089028982,SLOW path dominant
8.25,-0.49999999999999933,0.03125,-0.32499999999999957,-0.35624999999999957,1.2940961528463732,0.06847750375423774,0.05291531359831416,-1.2764186257187746,SLOW path dominant
8.25,-0.4799999999999993,0.03125,-0.31199999999999956,-0.34324999999999956,1.2940961528463732,0.0762300147110161,0.05890598974685743,-1.2298405425346506,SLOW path dominant
8.25,-0.4599999999999993,0.03125,-0.29899999999999954,-0.33024999999999954,1.2940961528463732,0.0848602069914401,0.06557488545560507,-1.1832624593505268,SLOW path dominant
8.25,-0.4399999999999993,0.03125,-0.28599999999999953,-0.31724999999999953,1.2940961528463732,0.09446744511239609,0.0729987836719971,-1.1366843761664032,SLOW path dominant
8.25,-0.41999999999999926,0.03125,-0.2729999999999995,-0.3042499999999995,1.2940961528463732,0.10516234289840638,0.08126316013466317,-1.0901062929822793,SLOW path dominant
8.25,-0.39999999999999925,0.03125,-0.2599999999999995,-0.2912499999999995,1.2940961528463732,0.11706803704412684,0.09046316750624357,-1.0435282097981555,SLOW path dominant
8.25,-0.3799999999999992,0.03125,-0.2469999999999995,-0.2782499999999995,1.2940961528463732,0.1303216048600676,0.10070473092236953,-0.9969501266140317,SLOW path dominant
8.25,-0.3599999999999992,0.03125,-0.2339999999999995,-0.2652499999999995,1.2940961528463732,0.1450756425248838,0.11210576757050776,-0.9503720434299079,SLOW path dominant
8.25,-0.3399999999999992,0.03125,-0.22099999999999947,-0.2522499999999995,1.2940961528463732,0.1615000220155895,0.12479754434040245,-0.9037939602457841,SLOW path dominant
8.25,-0.3199999999999992,0.03125,-0.20799999999999946,-0.23924999999999946,1.2940961528463732,0.17978384694427377,0.13892618917754912,-0.8572158770616602,SLOW path dominant
8.25,-0.29999999999999916,0.03125,-0.19499999999999945,-0.22624999999999945,1.2940961528463732,0.20013762982002575,0.15465437354080813,-0.8106377938775365,SLOW path dominant
8.25,-0.27999999999999914,0.03125,-0.18199999999999944,-0.21324999999999944,1.2940961528463732,0.2227957158041747,0.17216318533528904,-0.7640597106934127,SLOW path dominant
8.25,-0.2599999999999991,0.03125,-0.16899999999999943,-0.20024999999999943,1.2940961528463732,0.24801898086497584,0.19165421388469198,-0.7174816275092889,SLOW path dominant
8.25,-0.2399999999999991,0.03125,-0.15599999999999942,-0.18724999999999942,1.2940961528463732,0.2760978353971949,0.21335187094862762,-0.6709035443251652,SLOW path dominant
