beta,slope,ΔQ,ratio_wfast_wslow,log10_ratio,phase
8.25,-0.2999999999999994,-0.9011722072097471,0.000984045483419062,-3.006984827203131,SLOW path dominant
8.25,-0.24999999999999933,-0.8202252850676559,0.00161580175838509,-2.7916119233178427,SLOW path dominant
8.25,-0.1999999999999993,-0.726564679713972,0.003031407969142347,-2.5183556118809474,SLOW path dominant
8.25,-0.14999999999999925,-0.6207764034138308,0.006477623845909612,-2.188584274904813,SLOW path dominant
8.25,-0.0999999999999992,-0.5044967089132116,0.015574849947662577,-1.807576128731827,SLOW path dominant
8.25,-0.049999999999999156,-0.3804453145018394,0.04124299503952078,-1.384649804049505,SLOW path dominant
8.25,8.881784197001252e-16,-0.2522483544566045,0.1168050263703062,-0.9325384681966191,SLOW path dominant
8.25,0.05000000000000093,-0.12405139441136961,0.34197277269235804,-0.46600847037588106,SLOW path dominant
8.25,0.10000000000000098,2.3314683517128287e-15,1.0000000000000213,4.435906346142855e-13,FAST path dominant
8.25,0.15000000000000102,0.1162796945006212,2.832929347658468,0.45223574349175844,FAST path dominant
8.25,0.20000000000000107,0.22206797080076207,7.595008655221188,0.8805282731182382,FAST path dominant
8.25,0.2500000000000011,0.3157285761544454,18.985876381564342,1.2784306488233732,FAST path dominant
8.25,0.30000000000000115,0.39667549829653626,43.96549542689852,1.6431119713859936,FAST path dominant
8.25,0.3500000000000012,0.46518881354199315,94.34347228100694,1.9747118562718882,FAST path dominant
8.25,0.40000000000000124,0.5221608329776081,188.55911059043913,2.275447521008763,FAST path dominant
8.25,0.4500000000000013,0.568842441205633,353.7720073566129,2.5487234658503732,FAST path dominant
8.25,0.5000000000000013,0.6066324531688082,317.9693914429646,2.5023853156850175,FAST path dominant
8.25,0.5500000000000014,0.6369260567798556,187.29554684716416,2.2725274516801264,FAST path dominant
8.25,0.6000000000000014,0.6610200480155803,114.5738738815707,2.0590855973641484,FAST path dominant
8.25,0.6500000000000015,0.6800635748624085,72.31090131302815,1.8592037747939454,FAST path dominant
8.25,0.7000000000000015,0.6950409398511541,46.83931704276284,1.670610554062123,FAST path dominant
8.25,0.7500000000000016,0.706774536173906,31.01624117260224,1.4915891649505193,FAST path dominant
8.25,0.8000000000000016,0.7159388621197641,20.936756394158948,1.3209093999201234,FAST path dominant
8.25,0.8500000000000016,0.723079444701654,14.379498919053662,1.157743752494629,FAST path dominant
8.25,0.9000000000000017,0.7286328468492104,10.036488009301934,1.001581770079268,FAST path dominant
8.25,0.9500000000000017,0.7329456173656481,7.114600042988075,0.8521504906458661,FAST path dominant
8.25,1.0000000000000018,0.7362911525134093,5.120882159509023,0.7093447820707993,FAST path dominant
8.5,-1.0,-1.2497384033973828,0.0027417183461159638,-2.561977161718654,SLOW path dominant
8.5,-0.95,-1.2467725729893844,0.002057261536961237,-2.686710493296469,SLOW path dominant
8.5,-0.8999999999999999,-1.2429176578538785,0.0015425465794260886,-2.811761712664851,SLOW path dominant
8.5,-0.8499999999999999,-1.2379123175031004,0.001160770621137372,-2.93525359195995,SLOW path dominant
8.5,-0.7999999999999998,-1.2314219607223358,0.0008811845295853838,-3.054933135602496,SLOW path dominant
8.5,-0.7499999999999998,-1.2230206581051128,0.0006790248115019084,-3.168114355710993,SLOW path dominant
8.5,-0.6999999999999997,-1.212170272210078,0.0005350402741936735,-3.2716135252011562,SLOW path dominant
8.5,-0.6499999999999997,-1.1981976113874786,0.00043483073732478275,-3.361679763083937,SLOW path dominant
8.5,-0.5999999999999996,-1.1802715366068868,0.0003681901217554416,-3.433927866267489,SLOW path dominant
8.5,-0.5499999999999996,-1.1573837408947216,0.0003286345147677537,-3.483286825501497,SLOW path dominant
8.5,-0.49999999999999956,-1.128339539890688,0.00031333791455616145,-3.503987049993779,SLOW path dominant
8.5,-0.4499999999999995,-1.0917684419876665,0.000323875491057137,-3.489621914191261,SLOW path dominant
8.5,-0.39999999999999947,-1.046168026917524,0.00036869473725367047,-3.433333060288383,SLOW path dominant
8.5,-0.3499999999999994,-0.9899973799629125,0.0004697006072202337,-3.328178877443917,SLOW path dominant
8.5,-0.2999999999999994,-0.9218353105254595,0.0006796075749616352,-3.1677417884551486,SLOW path dominant
8.5,-0.24999999999999933,-0.8406098521481751,0.0011298018198636962,-2.946997729661279,SLOW path dominant
8.5,-0.1999999999999993,-0.7458852320337876,0.0021707197286392347,-2.663396246434412,SLOW path dominant
8.5,-0.14999999999999925,-0.6381604483797172,0.004808600058193144,-2.3179813425578133,SLOW path dominant
8.5,-0.0999999999999992,-0.5190984296176516,0.012126809068648157,-1.9162534601186998,SLOW path dominant
8.5,-0.049999999999999156,-0.3915862852010275,0.034009099244364384,-1.4684048705062152,SLOW path dominant
8.5,8.881784197001252e-16,-0.2595492148088244,0.10264971238077822,-0.9886422631582856,SLOW path dominant
8.5,0.05000000000000093,-0.12751214441662145,0.32094132244931656,-0.49357436219154627,SLOW path dominant
8.5,0.10000000000000098,2.4424906541753444e-15,1.0000000000000224,4.4407279834756167e-13,FAST path dominant
8.5,0.15000000000000102,0.11906201876206757,3.0012884664632464,0.47730773930118675,FAST path dominant
8.5,0.20000000000000107,0.2267868024161377,8.45718011730637,0.9272255801028754,FAST path dominant
8.5,0.2500000000000011,0.3215114225305246,22.02807535964059,1.3429765535646705,FAST path dominant
8.5,0.30000000000000115,0.4027368809078086,52.713342673375394,1.7219205566925375,FAST path dominant
8.5,0.3500000000000012,0.47089895034526114,116.07119298402752,2.0647244481586466,FAST path dominant
8.5,0.40000000000000124,0.527069597299872,236.7437373743257,2.3742784993553707,FAST path dominant
8.5,0.4500000000000013,0.5726700123700144,451.5000389615188,2.654657792126318,FAST path dominant
8.5,0.5000000000000013,0.6092411102730355,312.91354841303297,2.4954243674722902,FAST path dominant
8.5,0.5500000000000014,0.638285311277069,182.09189981631008,2.2602906270507037,FAST path dominant
8.5,0.6000000000000014,0.6611731069892337,110.14148565269923,2.0419509302024474,FAST path dominant
8.5,0.6500000000000015,0.6790991817698255,68.76295089328468,1.8373545057283933,FAST path dominant
8.5,0.7000000000000015,0.6930718425924247,44.06847544392944,1.6441280262816216,FAST path dominant
8.5,0.7500000000000016,0.7039222284874596,28.874893452329673,1.4605203903668598,FAST path dominant
8.5,0.8000000000000016,0.7123235311046825,19.289114935219903,1.285312300864828,FAST path dominant
8.5,0.8500000000000016,0.7188138878854471,13.113372946758757,1.117714412800604,FAST path dominant
8.5,0.9000000000000017,0.723819228236225,9.06291850151461,0.9572680746082805,FAST path dominant
8.5,0.9500000000000017,0.7276741433717309,6.3643783960573455,0.8037559928530343,FAST path dominant
8.5,1.0000000000000018,0.7306399737797293,4.540732490686401,0.6571259169548185,FAST path dominant
8.75,-1.0,-1.2584229368127366,0.0023372779038384997,-2.631289646460005,SLOW path dominant
8.75,-0.95,-1.2557966589340663,0.001730646754082416,-2.7617915675804188,SLOW path dominant
8.75,-0.8999999999999999,-1.2523549997487222,0.0012786247027973619,-2.8932569089908196,SLOW path dominant
8.75,-0.8499999999999999,-1.24784910101409,0.0009466928326918019,-3.0237909104075893,SLOW path dominant
8.75,-0.7999999999999998,-1.2419572256493088,0.0007061472710618201,-3.1511047142828654,SLOW path dominant
8.75,-0.7499999999999998,-1.2342656055302532,0.0005340078435826526,-3.2724523631326132,SLOW path dominant
8.75,-0.6999999999999997,-1.224245823768778,0.0004125173948606768,-3.3845577325273846,SLOW path dominant
8.75,-0.6499999999999997,-1.21122928219319,0.00032844799904878505,-3.4835333782487155,SLOW path dominant
8.75,-0.5999999999999996,-1.1943804156257307,0.0002723971761005049,-3.564797397405457,SLOW path dominant
8.75,-0.5499999999999996,-1.172672175713632,0.00023823119090388565,-3.623001376418016,SLOW path dominant
8.75,-0.49999999999999956,-1.1448701656257505,0.00022284696890323384,-3.651993266730382,SLOW path dominant
8.75,-0.4499999999999995,-1.109535764987477,0.00022654058316032996,-3.644853983946909,SLOW path dominant
8.75,-0.39999999999999947,-1.0650632818955668,0.00025464531771105176,-3.5940643032955615,SLOW path dominant
8.75,-0.3499999999999994,-1.0097702494826934,0.0003222002885874756,-3.4918740735810276,SLOW path dominant
8.75,-0.2999999999999994,-0.9420604540222577,0.0004667157761848403,-3.3309475176738736,SLOW path dominant
8.75,-0.24999999999999933,-0.8606712709767387,0.0007846429367217065,-3.1053279298218666,SLOW path dominant
8.75,-0.1999999999999993,-0.7649949535851338,0.0015428306435653094,-2.811681743520385,SLOW path dominant
8.75,-0.14999999999999925,-0.6554258696708357,0.0035429179562627418,-2.4506389044324495,SLOW path dominant
8.75,-0.0999999999999992,-0.5336410547113586,0.009378276932587179,-2.027876947012717,SLOW path dominant
8.75,-0.049999999999999156,-0.4026937489310645,0.02789388560095575,-1.5544909845525507,SLOW path dominant
8.75,8.881784197001252e-16,-0.26682052735567785,0.08989354473266209,-1.0462714938864233,SLOW path dominant
8.75,0.05000000000000093,-0.1309473057802913,0.3007227934116664,-0.5218336531160312,SLOW path dominant
8.75,0.10000000000000098,2.4980018054066022e-15,1.000000000000023,4.4436209658752736e-13,FAST path dominant
8.75,0.15000000000000102,0.12178481495947918,3.1828877448128403,0.5028213220430572,FAST path dominant
8.75,0.20000000000000107,0.2313538988737769,9.430187591426305,0.9745203320916656,FAST path dominant
8.75,0.2500000000000011,0.3270302162653812,25.587557854446718,1.4080288376281191,FAST path dominant
8.75,0.30000000000000115,0.40841939931089966,63.23820416379484,1.800979528356505,FAST path dominant
8.75,0.3500000000000012,0.476129194771335,142.77685339259466,2.154657806469117,FAST path dominant
8.75,0.40000000000000124,0.5314222271842078,296.963522825535,2.472703106527643,FAST path dominant
8.75,0.4500000000000013,0.5758947102761177,559.3701985064158,2.747699324801006,FAST path dominant
8.75,0.5000000000000013,0.6112291109143909,306.40210266662507,2.48629174129144,FAST path dominant
8.75,0.5500000000000014,0.6390311210022723,176.19772977473147,2.2460003084309776,FAST path dominant
8.75,0.6000000000000014,0.6607393609143708,105.39266225794145,2.022810375090781,FAST path dominant
8.75,0.6500000000000015,0.67758822748183,65.08671976726656,1.8134923845719562,FAST path dominant
8.75,0.7000000000000015,0.690604769057418,41.26568184077458,1.6155890254356697,FAST path dominant
8.75,0.7500000000000016,0.7006245508188931,26.750492184213858,1.427331777045926,FAST path dominant
8.75,0.8000000000000016,0.7083161709379483,17.681806555517504,1.2475266349424012,FAST path dominant
8.75,0.8500000000000016,0.7142080463027295,11.896896247403998,1.0754336741286092,FAST path dominant
8.75,0.9000000000000017,0.7187139450373617,8.140557548991403,0.9106541508546152,FAST path dominant
8.75,0.9500000000000017,0.7221556042227057,5.66280584269832,0.7530316714817595,FAST path dominant
8.75,1.0000000000000018,0.7247818821013761,4.004696751199667,0.6025696354598521,FAST path dominant
9.0,-1.0,-1.2668743837979264,0.0019937143415699435,-2.7003370668532103,SLOW path dominant
9.0,-0.95,-1.2645511891411003,0.0014572320476687174,-2.836471285956802,SLOW path dominant
9.0,-0.8999999999999999,-1.2614817846869815,0.0010611229291499487,-2.974234300553708,SLOW path dominant
9.0,-0.8499999999999999,-1.2574300320058183,0.0007731804688082427,-3.1117191245886913,SLOW path dominant
9.0,-0.7999999999999998,-1.25208770369958,0.0005667514442638845,-3.246607363712553,SLOW path dominant
9.0,-0.7499999999999998,-1.2450544295780024,0.0004206290220483628,-3.3761007646623216,SLOW path dominant
9.0,-0.6999999999999997,-1.2358135154589887,0.00031853699420513685,-3.496840121003972,SLOW path dominant
9.0,-0.6499999999999997,-1.2237039055595627,0.00024842054337746353,-3.6048124908593104,SLOW path dominant
9.0,-0.5999999999999996,-1.2078896321833579,0.00020171966463088808,-3.695251760395814,SLOW path dominant
9.0,-0.5499999999999996,-1.1873299914329527,0.00017276474307285108,-3.7625448788525273,SLOW path dominant
9.0,-0.49999999999999956,-1.1607567383448183,0.00015842805018088203,-3.8001679200035117,SLOW path dominant
9.0,-0.4499999999999995,-1.1266690495486689,0.00015823646115569452,-3.8006934355764947,SLOW path dominant
9.0,-0.39999999999999947,-1.083362659162547,0.00017541527358813563,-3.755932592380964,SLOW path dominant
9.0,-0.3499999999999994,-1.0290151639244471,0.00022014186015808208,-3.657297366163905,SLOW path dominant
9.0,-0.2999999999999994,-0.9618517940698507,0.0003188034326618228,-3.496477009696403,SLOW path dominant
9.0,-0.24999999999999933,-0.8804091816745682,0.0005413815492131257,-3.2664965486710944,SLOW path dominant
9.0,-0.1999999999999993,-0.7838915626960214,0.0010885921768480854,-2.963134790659785,SLOW path dominant
9.0,-0.14999999999999925,-0.6725704310782816,0.002591136794709047,-2.586509658394595,SLOW path dominant
9.0,-0.0999999999999992,-0.5481231779215308,0.007204073844077451,-2.1424218441110714,SLOW path dominant
9.0,-0.049999999999999156,-0.4137668917890782,0.022756526175973613,-1.6428940330201804,SLOW path dominant
9.0,8.881784197001252e-16,-0.2740615889607639,0.07844878676264377,-1.1054137685324823,SLOW path dominant
9.0,0.05000000000000093,-0.1343562861324496,0.28133536291276307,-0.5507756750404464,SLOW path dominant
9.0,0.10000000000000098,2.55351295663786e-15,1.000000000000024,4.447478275741483e-13,FAST path dominant
9.0,0.15000000000000102,0.12444725315675303,3.3787322846396832,0.5287537816211834,FAST path dominant
9.0,0.20000000000000107,0.23576838477449236,10.528327996819469,1.022359406379142,FAST path dominant
9.0,0.2500000000000011,0.3322860037530385,29.751227978106083,1.4735048958833792,FAST path dominant
9.0,0.30000000000000115,0.41372861614832046,75.89022197004928,1.880185823089011,FAST path dominant
9.0,0.3500000000000012,0.4808919860029166,175.55035921322147,2.2444017224607875,FAST path dominant
9.0,0.40000000000000124,0.5352394812410158,372.06361972780326,2.570617206909771,FAST path dominant
9.0,0.4500000000000013,0.5785458716271377,552.1762194602587,2.7420776989718876,FAST path dominant
9.0,0.5000000000000013,0.6126335604232868,298.5922083485089,2.4750784707855336,FAST path dominant
9.0,0.5500000000000014,0.6392068135114207,169.71659895891764,2.2297243201239563,FAST path dominant
9.0,0.6000000000000014,0.6597664542618259,100.39458938783298,2.0017103078057565,FAST path dominant
9.0,0.6500000000000015,0.6755807276380303,61.32620747304111,1.7876461079378063,FAST path dominant
9.0,0.7000000000000015,0.6876903375374561,38.45999966023977,1.585009276065863,FAST path dominant
9.0,0.7500000000000016,0.69693125165647,24.6621488830687,1.392030915219971,FAST path dominant
9.0,0.8000000000000016,0.7039645257780475,16.127100615127706,1.2075562954711576,FAST path dominant
9.0,0.8500000000000016,0.7093068540842855,10.737556683222884,1.0309054694722555,FAST path dominant
9.0,0.9000000000000017,0.7133586067654488,7.273557498071109,0.8617468763184851,FAST path dominant
9.0,0.9500000000000017,0.7164280112195677,5.011750058314109,0.6999894041015988,FAST path dominant
9.0,1.0000000000000018,0.7187512058763935,3.5131288110466925,0.5456940737606096,FAST path dominant
9.25,-1.0,-1.2751209699796995,0.0017013164058506253,-2.769214909802759,SLOW path dominant
9.25,-0.95,-1.2730678511640616,0.00122788416067487,-2.9108426025094625,SLOW path dominant
9.25,-0.8999999999999999,-1.270333160482398,0.0008814906925830732,-3.0547822684433354,SLOW path dominant
9.25,-0.8499999999999999,-1.2666935545126123,0.000632237685537616,-3.199119620221346,SLOW path dominant
9.25,-0.7999999999999998,-1.2618547567168479,0.00045549896859167104,-3.3415126011304066,SLOW path dominant
9.25,-0.7499999999999998,-1.2554307636016382,0.00033180440292423667,-3.479117854034075,SLOW path dominant
9.25,-0.6999999999999997,-1.246918291655159,0.0002463190640824403,-3.6085019724903233,SLOW path dominant
9.25,-0.6499999999999997,-1.2356664377437836,0.0001881319952479658,-3.7255373362294524,SLOW path dominant
9.25,-0.5999999999999996,-1.220842535545008,0.00014952497479166812,-3.8252862592288186,SLOW path dominant
9.25,-0.5499999999999996,-1.201397081265943,0.00012534740714924899,-3.901884641666806,SLOW path dominant
9.25,-0.49999999999999956,-1.1760338029843682,0.00011260325576667865,-3.9484490484247856,SLOW path dominant
9.25,-0.4499999999999995,-1.1431958533302158,0.00011039496639993752,-3.9570507244352116,SLOW path dominant
9.25,-0.39999999999999947,-1.1010857217558918,0.00012055173419327076,-3.918826534109099,SLOW path dominant
9.25,-0.3499999999999994,-1.047743682483349,0.00014985604416595526,-3.824325733003541,SLOW path dominant
9.25,-0.2999999999999994,-0.981214060994945,0.0002166659333503934,-3.6642093659604407,SLOW path dominant
9.25,-0.24999999999999933,-0.8998236590557276,0.0003711938731537626,-3.430399199595337,SLOW path dominant
9.25,-0.1999999999999993,-0.8025730150343713,0.000762644182731065,-3.117678037516674,SLOW path dominant
9.25,-0.14999999999999925,-0.68959198656698,0.0018812837597546072,-2.725545693319692,SLOW path dominant
9.25,-0.0999999999999992,-0.5625434193595901,0.005497143809048736,-2.259862901365423,SLOW path dominant
9.25,-0.049999999999999156,-0.42480491354735284,0.018467172068755276,-1.7335996042095192,SLOW path dominant
9.25,8.881784197001252e-16,-0.28127170967979354,0.06822500200610952,-1.1660564428815678,SLOW path dominant
9.25,0.05000000000000093,-0.13773850581223435,0.262790975075834,-0.5803895536542366,SLOW path dominant
9.25,0.10000000000000098,2.609024107869118e-15,1.0000000000000249,4.451335585607692e-13,FAST path dominant
9.25,0.15000000000000102,0.127048567207392,3.5898996094559705,0.5550823038238665,FAST path dominant
9.25,0.20000000000000107,0.24002959567478277,11.76766097478754,1.0706901479163227,FAST path dominant
9.25,0.2500000000000011,0.3372802396961385,34.61977327456204,1.53932421934733,FAST path dominant
9.25,0.30000000000000115,0.4186706416353554,91.08376986552469,1.9594409973264293,FAST path dominant
9.25,0.3500000000000012,0.48520026312375897,215.70162060981977,2.3338534080569193,FAST path dominant
9.25,0.40000000000000124,0.5385423023963014,465.5072427365602,2.6679264424732203,FAST path dominant
9.25,0.4500000000000013,0.5806524339706248,542.3768179062864,2.734301118782064,FAST path dominant
9.25,0.5000000000000013,0.6134903836247771,289.64407341208266,2.461864646555907,FAST path dominant
9.25,0.5500000000000014,0.6388536619063514,162.74973912220125,2.2115203010935085,FAST path dominant
9.25,0.6000000000000014,0.6582991161854165,95.211285424811,1.9786884285025417,FAST path dominant
9.25,0.6500000000000015,0.6731230183841921,57.52248437389288,1.7598376347909084,FAST path dominant
9.25,0.7000000000000015,0.6843748722955674,35.67794538114141,1.5523998363059661,FAST path dominant
9.25,0.7500000000000016,0.6928873442420462,22.62677743042701,1.354622704911801,FAST path dominant
9.25,0.8000000000000016,0.6993113373572559,14.635387090826898,1.1654042135608833,FAST path dominant
9.25,0.8500000000000016,0.7041501351530202,9.641268185034985,0.9841341635230061,FAST path dominant
9.25,0.9000000000000017,0.707789741122806,6.464792455857332,0.8105545869546491,FAST path dominant
9.25,0.9500000000000017,0.7105244318044696,4.412078095683761,0.6446431910357826,FAST path dominant
9.25,1.0000000000000018,0.7125775506201075,3.065630597559724,0.48651982204271826,FAST path dominant
9.5,-1.0,-1.2831868650229703,0.0014520710309644516,-2.838012138432301,SLOW path dominant
9.5,-0.95,-1.2813740408585623,0.0010351592286446365,-2.984992841282255,SLOW path dominant
9.5,-0.8999999999999999,-1.2789398131530731,0.0007328503582977289,-3.134984694889262,SLOW path dominant
9.5,-0.8499999999999999,-1.2756735711532967,0.0005175225996674856,-3.286070679434618,SLOW path dominant
9.5,-0.7999999999999998,-1.2712952421453152,0.0003665299666273756,-3.4358905114917646,SLOW path dominant
9.5,-0.7499999999999998,-1.2654339148441325,0.0002620822288978602,-3.581562424757069,SLOW path dominant
9.5,-0.6999999999999997,-1.257601108809057,0.00019072727086811116,-3.719587203257035,SLOW path dominant
9.5,-0.6499999999999997,-1.2471583514943023,0.00014264842915136852,-3.845733003399471,SLOW path dominant
9.5,-0.5999999999999996,-1.2332796485191593,0.00011094221465778102,-3.9549031649549358,SLOW path dominant
9.5,-0.5499999999999996,-1.2149112808215419,9.09920208799219e-05,-4.040996684661538,SLOW path dominant
9.5,-0.49999999999999956,-1.1907346557283893,8.002312891332415e-05,-4.096784466234925,SLOW path dominant
9.5,-0.4499999999999995,-1.1591432362602911,7.694028946627894e-05,-4.113846178470275,SLOW path dominant
9.5,-0.39999999999999947,-1.1182521229586984,8.26716133417788e-05,-4.082643581751917,SLOW path dominant
9.5,-0.3499999999999994,-1.0659677999576525,0.00010166162250649596,-3.9928429590216434,SLOW path dominant
9.5,-0.2999999999999994,-1.0001525069072572,0.00014654537150266613,-3.834027890826959,SLOW path dominant
9.5,-0.24999999999999933,-0.9189151916767381,0.00025296868562313813,-3.5969332340353555,SLOW path dominant
9.5,-0.1999999999999993,-0.8210374991446572,0.0005305982250543703,-3.275234206325205,SLOW path dominant
9.5,-0.14999999999999925,-0.7064884805429239,0.0013561304280956575,-2.8676985391470753,SLOW path dominant
9.5,-0.0999999999999992,-0.5769004259454764,0.004167020335258776,-2.3801743800554607,SLOW path dominant
9.5,-0.049999999999999156,-0.4358070278777562,0.014907575026529936,-1.8265929962394596,SLOW path dominant
9.5,8.881784197001252e-16,-0.28845021297273665,0.059130747832995385,-1.2281866283892962,SLOW path dominant
9.5,0.05000000000000093,-0.14109339806771726,0.24509575183323543,-0.6106642161691325,SLOW path dominant
9.5,0.10000000000000098,2.6645352591003757e-15,1.0000000000000273,4.4619431877397674e-13,FAST path dominant
9.5,0.15000000000000102,0.12958805459744965,3.8175435867255425,0.5817840043052126,FAST path dominant
9.5,0.20000000000000107,0.24413707319918232,13.166200477410912,1.1194604636658938,FAST path dominant
9.5,0.2500000000000011,0.34201476573126266,40.3096037187401,1.605408528651439,FAST path dominant
9.5,0.30000000000000115,0.42325208096178124,109.30783875330958,2.0386513074688084,FAST path dominant
9.5,0.3500000000000012,0.48906737401217604,264.799640588396,2.422917391301719,FAST path dominant
9.5,0.40000000000000124,0.5413516970132214,581.4947981154052,2.7645458340087847,FAST path dominant
9.5,0.4500000000000013,0.5822428103148137,530.2268914574413,2.7244617500198887,FAST path dominant
9.5,0.5000000000000013,0.6138342297829116,279.7180124688982,2.4467204337078545,FAST path dominant
9.5,0.5500000000000014,0.6380108548760638,155.39495998540232,2.191436928969247,FAST path dominant
9.5,0.6000000000000014,0.6563792225736812,89.90318432274056,1.953775074484103,FAST path dominant
9.5,0.6500000000000015,0.6702579255488241,53.71350267889907,1.7300834738150503,FAST path dominant
9.5,0.7000000000000015,0.6807006828635787,32.94338844832133,1.5177682672297539,FAST path dominant
