beta,slope,Q_slow,Q_fast,delta_Q,w_slow,w_fast,ratio,log10_ratio,dominance
8.0,2.9647058823529413,0.03125,0.2408823529411765,0.2096323529411765,2.8284271247461903,6.86927674589145,2.4286560844334524,0.38536601986582414,FAST
8.0,3.0,0.03125,0.24375000000000002,0.21250000000000002,2.8284271247461903,7.0286875805892945,2.485016325538179,0.3953292462153693,FAST
8.25,-1.2,0.03125,-0.09454545454545454,-0.12579545454545454,2.8722813232690143,0.4584060113052235,0.15959648784802888,-0.7969766701594989,SLOW
8.25,-1.164705882352941,0.03125,-0.09176470588235293,-0.12301470588235293,2.8722813232690143,0.4690439412643538,0.16330013967104146,-0.7870134438099537,SLOW
8.25,-1.1294117647058823,0.03125,-0.08898395721925134,-0.12023395721925134,2.8722813232690143,0.4799287387405419,0.1670897397314561,-0.7770502174604086,SLOW
8.25,-1.0941176470588234,0.03125,-0.08620320855614973,-0.11745320855614973,2.8722813232690143,0.49106613262758714,0.1709672825740804,-0.7670869911108634,SLOW
8.25,-1.0588235294117647,0.03125,-0.08342245989304813,-0.11467245989304813,2.8722813232690143,0.5024619847659985,0.17493480902982514,-0.7571237647613182,SLOW
8.25,-1.0235294117647058,0.03125,-0.08064171122994652,-0.11189171122994652,2.8722813232690143,0.5141222930282023,0.17899440728983576,-0.747160538411773,SLOW
8.25,-0.988235294117647,0.03125,-0.07786096256684492,-0.10911096256684492,2.8722813232690143,0.5260531944753473,0.1831482140045506,-0.7371973120622278,SLOW
8.25,-0.9529411764705882,0.03125,-0.07508021390374331,-0.10633021390374331,2.8722813232690143,0.5382609685873656,0.1873984154082642,-0.7272340857126827,SLOW
8.25,-0.9176470588235294,0.03125,-0.07229946524064171,-0.10354946524064171,2.8722813232690143,0.5507520405679933,0.19174724846978736,-0.7172708593631374,SLOW
8.25,-0.8823529411764706,0.03125,-0.06951871657754011,-0.10076871657754011,2.8722813232690143,0.5635329847264879,0.1961970020698102,-0.7073076330135922,SLOW
8.25,-0.8470588235294118,0.03125,-0.0667379679144385,-0.0979879679144385,2.8722813232690143,0.5766105279378233,0.2007500182055874,-0.6973444066640471,SLOW
8.25,-0.8117647058823529,0.03125,-0.0639572192513369,-0.0952072192513369,2.8722813232690143,0.5899915531831826,0.20540869322357974,-0.6873811803145019,SLOW
8.25,-0.776470588235294,0.03125,-0.061176470588235284,-0.09242647058823528,2.8722813232690143,0.6036831031726138,0.2101754790807006,-0.6774179539649566,SLOW
8.25,-0.7411764705882353,0.03125,-0.058395721925133696,-0.0896457219251337,2.8722813232690143,0.6176923840517526,0.21505288463483155,-0.6674547276154116,SLOW
8.25,-0.7058823529411764,0.03125,-0.05561497326203208,-0.08686497326203207,2.8722813232690143,0.6320267691945677,0.2200434769652864,-0.6574915012658663,SLOW
8.25,-0.6705882352941176,0.03125,-0.05283422459893048,-0.08408422459893047,2.8722813232690143,0.6466938030841177,0.2251498827239177,-0.6475282749163211,SLOW
8.25,-0.6352941176470588,0.03125,-0.05005347593582887,-0.08130347593582887,2.8722813232690143,0.6617012052833698,0.2303747895175781,-0.637565048566776,SLOW
8.25,-0.6,0.03125,-0.04727272727272727,-0.07852272727272727,2.8722813232690143,0.6770568744981647,0.2357209473226632,-0.6276018222172308,SLOW
8.25,-0.5647058823529412,0.03125,-0.04449197860962567,-0.07574197860962567,2.8722813232690143,0.6927688927344687,0.2411911699324812,-0.6176385958676855,SLOW
8.25,-0.5294117647058824,0.03125,-0.04171122994652406,-0.07296122994652407,2.8722813232690143,0.708845529552101,0.24678833643821016,-0.6076753695181404,SLOW
8.25,-0.49411764705882355,0.03125,-0.03893048128342247,-0.07018048128342247,2.8722813232690143,0.7252952464171727,0.25251539274422335,-0.5977121431685952,SLOW
8.25,-0.45882352941176463,0.03125,-0.036149732620320854,-0.06739973262032085,2.8722813232690143,0.7421267011555327,0.2583753531185796,-0.58774891681905,SLOW
8.25,-0.4235294117647058,0.03125,-0.033368983957219246,-0.06461898395721924,2.8722813232690143,0.7593487525095589,0.2643713017794947,-0.5777856904695048,SLOW
8.25,-0.388235294117647,0.03125,-0.030588235294117642,-0.06183823529411764,2.8722813232690143,0.7769704648006986,0.2705063945186293,-0.5678224641199596,SLOW
8.25,-0.3529411764705882,0.03125,-0.02780748663101604,-0.05905748663101604,2.8722813232690143,0.7950011127002073,0.27678386036204733,-0.5578592377704144,SLOW
8.25,-0.3176470588235294,0.03125,-0.025026737967914436,-0.056276737967914436,2.8722813232690143,0.8134501861106,0.2832070032697188,-0.5478960114208693,SLOW
8.25,-0.2823529411764706,0.03125,-0.022245989304812835,-0.053495989304812835,2.8722813232690143,0.8323273951603832,0.2897792038744627,-0.537932785071324,SLOW
8.25,-0.24705882352941178,0.03125,-0.019465240641711234,-0.050715240641711234,2.8722813232690143,0.851642675314696,0.2965039212612434,-0.527969558721779,SLOW
8.25,-0.21176470588235285,0.03125,-0.01668449197860962,-0.04793449197860962,2.8722813232690143,0.8714061926045505,0.30338469478775903,-0.5180063323722336,SLOW
8.25,-0.17647058823529416,0.03125,-0.013903743315508024,-0.045153743315508026,2.8722813232690143,0.8916283489774242,0.3104251459472779,-0.5080431060226884,SLOW
8.25,-0.14117647058823524,0.03125,-0.011122994652406413,-0.04237299465240641,2.8722813232690143,0.9123197877720198,0.3176289802747059,-0.49807987967314327,SLOW
8.25,-0.10588235294117654,0.03125,-0.008342245989304818,-0.03959224598930482,2.8722813232690143,0.9334913993200743,0.32499998929688567,-0.48811665332359816,SLOW
8.25,-0.07058823529411762,0.03125,-0.005561497326203206,-0.03681149732620321,2.8722813232690143,0.9551543266781656,0.3325420525281559,-0.4781534269740529,SLOW
8.25,-0.0352941176470587,0.03125,-0.0027807486631015945,-0.034030748663101594,2.8722813232690143,0.9773199714925331,0.3402591395122192,-0.46819020062450767,SLOW
8.25,0.0,0.03125,0.0,-0.03125,2.8722813232690143,1.0,0.3481553119113957,-0.4582269742749625,SLOW
8.25,0.03529411764705892,0.03125,0.002780748663101612,-0.02846925133689839,2.8722813232690143,1.0232063491681551,0.3562347256443595,-0.4482637479254173,SLOW
8.25,0.07058823529411762,0.03125,0.005561497326203206,-0.025688502673796795,2.8722813232690143,1.0469512329780242,0.36450163307348427,-0.43830052157587224,SLOW
8.25,0.10588235294117654,0.03125,0.008342245989304818,-0.022907754010695183,2.8722813232690143,1.0712471488525428,0.37296038524295033,-0.42833729522632696,SLOW
8.25,0.14117647058823524,0.03125,0.011122994652406413,-0.02012700534759359,2.8722813232690143,1.0961068842342052,0.3816154341687878,-0.4183740688767818,SLOW
8.25,0.17647058823529416,0.03125,0.013903743315508024,-0.017346256684491974,2.8722813232690143,1.1215435233153626,0.3904713351820657,-0.40841084252723664,SLOW
8.25,0.21176470588235285,0.03125,0.01668449197860962,-0.01456550802139038,2.8722813232690143,1.1475704539247016,0.3995327493264564,-0.3984476161776915,SLOW
8.25,0.24705882352941178,0.03125,0.019465240641711234,-0.011784759358288766,2.8722813232690143,1.1742013745735365,0.40880444581143915,-0.38848438982814615,SLOW
8.25,0.2823529411764707,0.03125,0.022245989304812846,-0.009004010695187154,2.8722813232690143,1.2014503016656175,0.4182913045224335,-0.378521163478601,SLOW
8.25,0.3176470588235294,0.03125,0.025026737967914436,-0.006223262032085564,2.8722813232690143,1.2293315768742548,0.4279983185891841,-0.3685579371290558,SLOW
8.25,0.3529411764705883,0.03125,0.027807486631016048,-0.0034425133689839522,2.8722813232690143,1.2578598746906373,0.4379305970137479,-0.35859471077951066,SLOW
8.25,0.388235294117647,0.03125,0.030588235294117642,-0.0006617647058823582,2.8722813232690143,1.2870502101473198,0.4480933673594675,-0.3486314844299655,SLOW
8.25,0.42352941176470593,0.03125,0.03336898395721925,0.002118983957219253,2.8722813232690143,1.316917946720946,0.4584919785023457,-0.3386682580804202,SLOW
8.25,0.45882352941176463,0.03125,0.036149732620320854,0.004899732620320854,2.8722813232690143,1.3474788044183619,0.4691319034462693,-0.32870503173087506,SLOW
8.25,0.49411764705882355,0.03125,0.03893048128342247,0.007680481283422469,2.8722813232690143,1.3787488680503825,0.48001874220356466,-0.3187418053813298,SLOW
8.25,0.5294117647058825,0.03125,0.04171122994652408,0.010461229946524077,2.8722813232690143,1.410744595697558,0.49115822474239906,-0.3087785790317847,SLOW
8.25,0.5647058823529412,0.03125,0.04449197860962567,0.01324197860962567,2.8722813232690143,1.443482827372403,0.5025562140025823,-0.2988153526822395,SLOW
8.25,0.6000000000000001,0.03125,0.04727272727272728,0.01602272727272728,2.8722813232690143,1.4769807938826427,0.5142187089813522,-0.2888521263326943,SLOW
8.25,0.6352941176470588,0.03125,0.05005347593582887,0.018803475935828873,2.8722813232690143,1.5112561259001418,0.5261518478907713,-0.2788888999831492,SLOW
8.25,0.6705882352941177,0.03125,0.05283422459893049,0.021584224598930488,2.8722813232690143,1.5463268632402938,0.5383619113883946,-0.2689256736336039,SLOW
8.25,0.7058823529411764,0.03125,0.05561497326203208,0.02436497326203208,2.8722813232690143,1.5822114643567458,0.550855325882909,-0.25896244728405876,SLOW
8.25,0.7411764705882353,0.03125,0.058395721925133696,0.027145721925133696,2.8722813232690143,1.6189288160564663,0.5636386669164856,-0.24899922093451354,SLOW
8.25,0.7764705882352942,0.03125,0.0611764705882353,0.029926470588235297,2.8722813232690143,1.6564982434402604,0.5767186626256229,-0.23903599458496838,SLOW
8.25,0.8117647058823529,0.03125,0.0639572192513369,0.032707219251336905,2.8722813232690143,1.6949395200739705,0.5901021972823045,-0.22907276823542316,SLOW
